carname,make,model,year,kilometersdriven,fueltype,transmission,location,city,price,price_lakhs,listingurl,imageurl,source
2019 Ford Ecosport,ford,ecosport,2019,103389.0,Petrol,manual,ahmedabad,ahmedabad,4.37 Lakh,4.37,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-ahmedabad-11429066716/,,Cars24
2018 Ford FREESTYLE,ford,freestyle,2018,57098.0,Petrol,manual,ahmedabad,ahmedabad,3.27 Lakh,3.27,https://www.cars24.com/buy-used-ford-freestyle-2018-cars-ahmedabad-11492363754/,,Cars24
2019 Renault TRIBER,renault,triber,2019,39240.0,Petrol,manual,ahmedabad,ahmedabad,4.00 Lakh,4.0,https://www.cars24.com/buy-used-renault-triber-2019-cars-ahmedabad-11471266701/,,Cars24
2016 Maruti Alto 800,maruti,alto 800,2016,46384.0,Petrol,manual,ahmedabad,ahmedabad,2.16 Lakh,2.16,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-ahmedabad-11450967723/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,63113.0,Petrol,manual,ahmedabad,ahmedabad,1.66 Lakh,1.66,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-ahmedabad-11481764746/,,Cars24
2016 Hyundai Elite i20,hyundai,elite i20,2016,58357.0,Petrol,manual,ahmedabad,ahmedabad,4.00 Lakh,4.0,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-ahmedabad-11464409768/,,Cars24
2013 Honda Brio,honda,brio,2013,96162.0,Petrol,manual,ahmedabad,ahmedabad,1.55 Lakh,1.55,https://www.cars24.com/buy-used-honda-brio-2013-cars-ahmedabad-11485609765/,,Cars24
2016 Maruti Wagon R 1.0,maruti,wagon r 1.0,2016,42028.0,Petrol,manual,ahmedabad,ahmedabad,2.40 Lakh,2.4,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-ahmedabad-11460563723/,,Cars24
2022 Maruti Eeco,maruti,eeco,2022,25516.0,Petrol,manual,ahmedabad,ahmedabad,4.02 Lakh,4.02,https://www.cars24.com/buy-used-maruti-eeco-2022-cars-ahmedabad-11400469794/,,Cars24
2022 KIA SELTOS,kia,seltos,2022,41832.0,Petrol,manual,ahmedabad,ahmedabad,8.54 Lakh,8.54,https://www.cars24.com/buy-used-kia-seltos-2022-cars-ahmedabad-41643560734/,,Cars24
2022 Maruti Alto,maruti,alto,2022,23287.0,Petrol,manual,ahmedabad,ahmedabad,2.90 Lakh,2.9,https://www.cars24.com/buy-used-maruti-alto-2022-cars-ahmedabad-11464862731/,,Cars24
2020 Ford New Figo,ford,new figo,2020,44524.0,Petrol,manual,ahmedabad,ahmedabad,3.49 Lakh,3.49,https://www.cars24.com/buy-used-ford-new-figo-2020-cars-ahmedabad-15077101705/,,Cars24
2018 Maruti Ciaz,maruti,ciaz,2018,76985.0,Petrol,manual,ahmedabad,ahmedabad,4.50 Lakh,4.5,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-ahmedabad-11445766739/,,Cars24
2013 Hyundai Eon,hyundai,eon,2013,112721.0,Cng,manual,ahmedabad,ahmedabad,1.74 Lakh,1.74,https://www.cars24.com/buy-used-hyundai-eon-2013-cars-ahmedabad-11445766714/,,Cars24
2018 Hyundai Grand i10,hyundai,grand i10,2018,87003.0,Cng,auto,ahmedabad,ahmedabad,3.43 Lakh,3.43,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-ahmedabad-11472403767/,,Cars24
2023 Tata Tiago,tata,tiago,2023,19213.0,Petrol,auto,ahmedabad,ahmedabad,4.87 Lakh,4.87,https://www.cars24.com/buy-used-tata-tiago-2023-cars-ahmedabad-11483560702/,,Cars24
2015 Hyundai Eon,hyundai,eon,2015,113498.0,Petrol,manual,ahmedabad,ahmedabad,1.73 Lakh,1.73,https://www.cars24.com/buy-used-hyundai-eon-2015-cars-ahmedabad-11488163717/,,Cars24
2020 KIA SELTOS,kia,seltos,2020,70180.0,Petrol,auto,ahmedabad,ahmedabad,9.01 Lakh,9.01,https://www.cars24.com/buy-used-kia-seltos-2020-cars-ahmedabad-20473468720/,,Cars24
2015 Maruti Wagon R 1.0,maruti,wagon r 1.0,2015,91630.0,Cng,manual,ahmedabad,ahmedabad,2.30 Lakh,2.3,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-ahmedabad-11405363709/,,Cars24
2022 Maruti Celerio,maruti,celerio,2022,77630.0,Petrol,auto,ahmedabad,ahmedabad,4.11 Lakh,4.11,https://www.cars24.com/buy-used-maruti-celerio-2022-cars-ahmedabad-11461665732/,,Cars24
2017 Hyundai Elite i20,hyundai,elite i20,2017,124115.0,Petrol,manual,ahmedabad,ahmedabad,3.72 Lakh,3.72,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-ahmedabad-11487460740/,,Cars24
2018 Maruti Ciaz,maruti,ciaz,2018,66190.0,Cng,manual,ahmedabad,ahmedabad,5.39 Lakh,5.39,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-ahmedabad-11441160788/,,Cars24
2015 Nissan Terrano,nissan,terrano,2015,79856.0,Petrol,manual,ahmedabad,ahmedabad,2.55 Lakh,2.55,https://www.cars24.com/buy-used-nissan-terrano-2015-cars-ahmedabad-12273665790/,,Cars24
2022 Skoda SLAVIA,skoda,slavia,2022,13874.0,Petrol,manual,ahmedabad,ahmedabad,7.88 Lakh,7.88,https://www.cars24.com/buy-used-skoda-slavia-2022-cars-ahmedabad-11400707759/,,Cars24
2017 Maruti Baleno,maruti,baleno,2017,99860.0,Petrol,manual,ahmedabad,ahmedabad,3.59 Lakh,3.59,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-ahmedabad-11459464720/,,Cars24
2018 Maruti Alto 800,maruti,alto 800,2018,61328.0,Cng,manual,ahmedabad,ahmedabad,2.59 Lakh,2.59,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-ahmedabad-11493566785/,,Cars24
2016 Maruti Baleno,maruti,baleno,2016,108033.0,Petrol,manual,ahmedabad,ahmedabad,3.34 Lakh,3.34,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-ahmedabad-14272967789/,,Cars24
2015 Maruti Swift Dzire,maruti,swift dzire,2015,47451.0,Petrol,manual,ahmedabad,ahmedabad,3.23 Lakh,3.23,https://www.cars24.com/buy-used-maruti-swift-dzire-2015-cars-ahmedabad-25735764781/,,Cars24
2019 Jeep Compass,jeep,compass,2019,85034.0,Diesel,manual,ahmedabad,ahmedabad,7.66 Lakh,7.66,https://www.cars24.com/buy-used-jeep-compass-2019-cars-ahmedabad-11448060742/,,Cars24
2012 Maruti Swift,maruti,swift,2012,102578.0,Petrol,manual,ahmedabad,ahmedabad,2.21 Lakh,2.21,https://www.cars24.com/buy-used-maruti-swift-2012-cars-ahmedabad-11496861723/,,Cars24
2017 Hyundai Grand i10,hyundai,grand i10,2017,59818.0,Petrol,manual,ahmedabad,ahmedabad,3.01 Lakh,3.01,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-ahmedabad-11401663741/,,Cars24
2018 Hyundai Elite i20,hyundai,elite i20,2018,132167.0,Petrol,manual,ahmedabad,ahmedabad,3.96 Lakh,3.96,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-ahmedabad-11415965731/,,Cars24
2018 Mahindra KUV 100 NXT,mahindra,kuv 100 nxt,2018,33543.0,Petrol,manual,ahmedabad,ahmedabad,2.55 Lakh,2.55,https://www.cars24.com/buy-used-mahindra-kuv-100-nxt-2018-cars-ahmedabad-11478560742/,,Cars24
2020 Tata Tiago,tata,tiago,2020,91867.0,Petrol,manual,ahmedabad,ahmedabad,3.74 Lakh,3.74,https://www.cars24.com/buy-used-tata-tiago-2020-cars-ahmedabad-11411863784/,,Cars24
2015 Honda City,honda,city,2015,104073.0,Petrol,auto,ahmedabad,ahmedabad,3.69 Lakh,3.69,https://www.cars24.com/buy-used-honda-city-2015-cars-ahmedabad-11471062737/,,Cars24
2020 Ford Ecosport,ford,ecosport,2020,46994.0,Petrol,manual,ahmedabad,ahmedabad,6.01 Lakh,6.01,https://www.cars24.com/buy-used-ford-ecosport-2020-cars-ahmedabad-11409461764/,,Cars24
2022 Skoda SLAVIA,skoda,slavia,2022,36151.0,Petrol,auto,ahmedabad,ahmedabad,10.35 Lakh,10.35,https://www.cars24.com/buy-used-skoda-slavia-2022-cars-ahmedabad-11439469740/,,Cars24
2018 Honda Amaze,honda,amaze,2018,94289.0,Diesel,manual,ahmedabad,ahmedabad,4.54 Lakh,4.54,https://www.cars24.com/buy-used-honda-amaze-2018-cars-ahmedabad-11420265754/,,Cars24
2020 Mahindra XUV300,mahindra,xuv300,2020,99774.0,Petrol,manual,ahmedabad,ahmedabad,4.49 Lakh,4.49,https://www.cars24.com/buy-used-mahindra-xuv300-2020-cars-ahmedabad-10688963758/,,Cars24
2024 Hyundai Creta,hyundai,creta,2024,23148.0,Petrol,auto,ahmedabad,ahmedabad,13.30 Lakh,13.3,https://www.cars24.com/buy-used-hyundai-creta-2024-cars-ahmedabad-11464660734/,,Cars24
2022 Renault TRIBER,renault,triber,2022,68363.0,Petrol,manual,ahmedabad,ahmedabad,4.04 Lakh,4.04,https://www.cars24.com/buy-used-renault-triber-2022-cars-ahmedabad-11419168755/,,Cars24
2020 Toyota URBAN CRUISER,toyota,urban cruiser,2020,95338.0,Petrol,manual,ahmedabad,ahmedabad,5.73 Lakh,5.73,https://www.cars24.com/buy-used-toyota-urban-cruiser-2020-cars-ahmedabad-25489568734/,,Cars24
2015 Hyundai i10,hyundai,i10,2015,61054.0,Petrol,manual,ahmedabad,ahmedabad,1.89 Lakh,1.89,https://www.cars24.com/buy-used-hyundai-i10-2015-cars-ahmedabad-11416948731/,,Cars24
2015 Hyundai Eon,hyundai,eon,2015,90785.0,Cng,manual,ahmedabad,ahmedabad,1.67 Lakh,1.67,https://www.cars24.com/buy-used-hyundai-eon-2015-cars-ahmedabad-15074646768/,,Cars24
2018 Renault Duster,renault,duster,2018,77577.0,Petrol,manual,ahmedabad,ahmedabad,3.30 Lakh,3.3,https://www.cars24.com/buy-used-renault-duster-2018-cars-ahmedabad-11407908734/,,Cars24
2014 Hyundai Grand i10,hyundai,grand i10,2014,99652.0,Petrol,manual,ahmedabad,ahmedabad,2.60 Lakh,2.6,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-ahmedabad-11487267720/,,Cars24
2018 Volkswagen Ameo,volkswagen,ameo,2018,76390.0,Petrol,manual,ahmedabad,ahmedabad,4.07 Lakh,4.07,https://www.cars24.com/buy-used-volkswagen-ameo-2018-cars-ahmedabad-11436665739/,,Cars24
2015 Hyundai Verna,hyundai,verna,2015,104469.0,Cng,manual,ahmedabad,ahmedabad,3.83 Lakh,3.83,https://www.cars24.com/buy-used-hyundai-verna-2015-cars-ahmedabad-11424806722/,,Cars24
2020 Renault TRIBER,renault,triber,2020,89715.0,Cng,auto,ahmedabad,ahmedabad,4.14 Lakh,4.14,https://www.cars24.com/buy-used-renault-triber-2020-cars-ahmedabad-11429964743/,,Cars24
2018 Maruti Ciaz,maruti,ciaz,2018,71727.0,Petrol,manual,ahmedabad,ahmedabad,4.15 Lakh,4.15,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-ahmedabad-10014066744/,,Cars24
2014 Hyundai Grand i10,hyundai,grand i10,2014,70193.0,Petrol,manual,ahmedabad,ahmedabad,2.00 Lakh,2.0,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-ahmedabad-11424162700/,,Cars24
2021 Renault Kwid,renault,kwid,2021,55916.0,Petrol,manual,ahmedabad,ahmedabad,3.22 Lakh,3.22,https://www.cars24.com/buy-used-renault-kwid-2021-cars-ahmedabad-12333461792/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,80469.0,Cng,manual,ahmedabad,ahmedabad,1.99 Lakh,1.99,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-ahmedabad-15036540747/,,Cars24
2022 KIA SELTOS,kia,seltos,2022,61271.0,Petrol,auto,ahmedabad,ahmedabad,9.06 Lakh,9.06,https://www.cars24.com/buy-used-kia-seltos-2022-cars-ahmedabad-11434208704/,,Cars24
2018 Toyota Innova Crysta,toyota,innova crysta,2018,106885.0,Diesel,manual,ahmedabad,ahmedabad,12.66 Lakh,12.66,https://www.cars24.com/buy-used-toyota-innova-crysta-2018-cars-ahmedabad-11413163789/,,Cars24
2017 Maruti Wagon R 1.0,maruti,wagon r 1.0,2017,89624.0,Petrol,manual,ahmedabad,ahmedabad,2.86 Lakh,2.86,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-ahmedabad-11404769701/,,Cars24
2013 Hyundai Eon,hyundai,eon,2013,62640.0,Petrol,manual,ahmedabad,ahmedabad,1.56 Lakh,1.56,https://www.cars24.com/buy-used-hyundai-eon-2013-cars-ahmedabad-11412962785/,,Cars24
2015 Hyundai Grand i10,hyundai,grand i10,2015,71314.0,Petrol,manual,ahmedabad,ahmedabad,2.95 Lakh,2.95,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-ahmedabad-11426863752/,,Cars24
2014 Maruti Swift Dzire,maruti,swift dzire,2014,67744.0,Petrol,manual,ahmedabad,ahmedabad,2.94 Lakh,2.94,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-ahmedabad-11404966720/,,Cars24
2019 Maruti Alto,maruti,alto,2019,78227.0,Petrol,manual,ahmedabad,ahmedabad,2.29 Lakh,2.29,https://www.cars24.com/buy-used-maruti-alto-2019-cars-ahmedabad-15012960738/,,Cars24
2018 Hyundai Grand i10,hyundai,grand i10,2018,17516.0,Petrol,manual,ahmedabad,ahmedabad,3.75 Lakh,3.75,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-ahmedabad-11455768748/,,Cars24
2014 Hyundai i10,hyundai,i10,2014,84452.0,Petrol,manual,ahmedabad,ahmedabad,2.08 Lakh,2.08,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-ahmedabad-11480167712/,,Cars24
2016 Maruti S Cross,maruti,s cross,2016,132425.0,Diesel,manual,ahmedabad,ahmedabad,3.88 Lakh,3.88,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-ahmedabad-36425560788/,,Cars24
2017 Renault Duster,renault,duster,2017,48771.0,Diesel,manual,ahmedabad,ahmedabad,4.38 Lakh,4.38,https://www.cars24.com/buy-used-renault-duster-2017-cars-ahmedabad-11454100798/,,Cars24
2021 Honda Amaze,honda,amaze,2021,49676.0,Petrol,manual,ahmedabad,ahmedabad,5.25 Lakh,5.25,https://www.cars24.com/buy-used-honda-amaze-2021-cars-ahmedabad-11496066732/,,Cars24
2016 Hyundai Xcent,hyundai,xcent,2016,112138.0,Petrol,manual,ahmedabad,ahmedabad,3.00 Lakh,3.0,https://www.cars24.com/buy-used-hyundai-xcent-2016-cars-ahmedabad-11494664785/,,Cars24
2016 Hyundai Eon,hyundai,eon,2016,35872.0,Petrol,manual,ahmedabad,ahmedabad,2.12 Lakh,2.12,https://www.cars24.com/buy-used-hyundai-eon-2016-cars-ahmedabad-11481108706/,,Cars24
2014 Hyundai i10,hyundai,i10,2014,56641.0,Petrol,manual,ahmedabad,ahmedabad,2.14 Lakh,2.14,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-ahmedabad-11498065733/,,Cars24
2018 Maruti Celerio,maruti,celerio,2018,73946.0,Cng,manual,ahmedabad,ahmedabad,3.32 Lakh,3.32,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-ahmedabad-11433962746/,,Cars24
2018 Hyundai Grand i10,hyundai,grand i10,2018,58524.0,Petrol,manual,ahmedabad,ahmedabad,3.43 Lakh,3.43,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-ahmedabad-11471761790/,,Cars24
2020 Tata Tiago,tata,tiago,2020,86516.0,Petrol,manual,ahmedabad,ahmedabad,3.65 Lakh,3.65,https://www.cars24.com/buy-used-tata-tiago-2020-cars-ahmedabad-12898264756/,,Cars24
2017 Maruti IGNIS,maruti,ignis,2017,100735.0,Cng,auto,ahmedabad,ahmedabad,3.13 Lakh,3.13,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-ahmedabad-11444266798/,,Cars24
2015 Honda Amaze,honda,amaze,2015,65481.0,Petrol,manual,ahmedabad,ahmedabad,3.08 Lakh,3.08,https://www.cars24.com/buy-used-honda-amaze-2015-cars-ahmedabad-11411062757/,,Cars24
2012 Hyundai i10,hyundai,i10,2012,86413.0,Cng,manual,ahmedabad,ahmedabad,1.75 Lakh,1.75,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-ahmedabad-14227167767/,,Cars24
2017 Mahindra Kuv100,mahindra,kuv100,2017,123281.0,Petrol,manual,ahmedabad,ahmedabad,2.53 Lakh,2.53,https://www.cars24.com/buy-used-mahindra-kuv100-2017-cars-ahmedabad-11497269729/,,Cars24
2017 Renault Kwid,renault,kwid,2017,37890.0,Petrol,manual,ahmedabad,ahmedabad,2.02 Lakh,2.02,https://www.cars24.com/buy-used-renault-kwid-2017-cars-ahmedabad-15025707700/,,Cars24
2022 Tata TIGOR,tata,tigor,2022,100060.0,Cng,manual,ahmedabad,ahmedabad,4.65 Lakh,4.65,https://www.cars24.com/buy-used-tata-tigor-2022-cars-ahmedabad-11441067702/,,Cars24
2015 Hyundai Grand i10,hyundai,grand i10,2015,53268.0,Petrol,manual,ahmedabad,ahmedabad,3.05 Lakh,3.05,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-ahmedabad-11429060726/,,Cars24
2014 Hyundai Elite i20,hyundai,elite i20,2014,124344.0,Cng,manual,ahmedabad,ahmedabad,3.44 Lakh,3.44,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-ahmedabad-11435869738/,,Cars24
2017 Maruti Alto K10,maruti,alto k10,2017,132592.0,Cng,manual,ahmedabad,ahmedabad,2.29 Lakh,2.29,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-ahmedabad-14261060741/,,Cars24
2016 Maruti Ciaz,maruti,ciaz,2016,115424.0,Diesel,manual,ahmedabad,ahmedabad,3.87 Lakh,3.87,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-ahmedabad-11436260732/,,Cars24
2016 Maruti Baleno,maruti,baleno,2016,109112.0,Diesel,manual,ahmedabad,ahmedabad,3.91 Lakh,3.91,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-ahmedabad-11404162781/,,Cars24
2019 Maruti Alto,maruti,alto,2019,74869.0,Petrol,manual,ahmedabad,ahmedabad,2.13 Lakh,2.13,https://www.cars24.com/buy-used-maruti-alto-2019-cars-ahmedabad-11449567720/,,Cars24
2022 Renault TRIBER,renault,triber,2022,47822.0,Cng,auto,ahmedabad,ahmedabad,4.82 Lakh,4.82,https://www.cars24.com/buy-used-renault-triber-2022-cars-ahmedabad-11410368741/,,Cars24
2019 Tata Tiago,tata,tiago,2019,33426.0,Petrol,manual,ahmedabad,ahmedabad,3.42 Lakh,3.42,https://www.cars24.com/buy-used-tata-tiago-2019-cars-ahmedabad-11417762747/,,Cars24
2015 Honda Brio,honda,brio,2015,39551.0,Petrol,manual,ahmedabad,ahmedabad,2.38 Lakh,2.38,https://www.cars24.com/buy-used-honda-brio-2015-cars-ahmedabad-11475961795/,,Cars24
2016 Ford Ecosport,ford,ecosport,2016,78199.0,Diesel,manual,ahmedabad,ahmedabad,4.35 Lakh,4.35,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-ahmedabad-11482061798/,,Cars24
2015 Hyundai Xcent,hyundai,xcent,2015,128390.0,Cng,manual,ahmedabad,ahmedabad,2.54 Lakh,2.54,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-ahmedabad-11498463786/,,Cars24
2017 Hyundai Grand i10,hyundai,grand i10,2017,77942.0,Petrol,manual,ahmedabad,ahmedabad,3.14 Lakh,3.14,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-ahmedabad-11440466729/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,76742.0,Petrol,manual,ahmedabad,ahmedabad,1.74 Lakh,1.74,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-ahmedabad-11437064753/,,Cars24
2019 Datsun Redi Go,datsun,redi go,2019,41140.0,Petrol,manual,ahmedabad,ahmedabad,1.63 Lakh,1.63,https://www.cars24.com/buy-used-datsun-redi-go-2019-cars-ahmedabad-11434363788/,,Cars24
2015 Maruti Celerio,maruti,celerio,2015,59953.0,Petrol,auto,ahmedabad,ahmedabad,2.55 Lakh,2.55,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-ahmedabad-11488869734/,,Cars24
2019 Maruti Celerio,maruti,celerio,2019,112545.0,Petrol,auto,ahmedabad,ahmedabad,3.18 Lakh,3.18,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-ahmedabad-11487564747/,,Cars24
2014 Maruti Wagon R 1.0,maruti,wagon r 1.0,2014,69071.0,Cng,manual,ahmedabad,ahmedabad,2.35 Lakh,2.35,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-ahmedabad-11448661720/,,Cars24
2018 Maruti Baleno,maruti,baleno,2018,142664.0,Cng,manual,ahmedabad,ahmedabad,3.73 Lakh,3.73,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-ahmedabad-20485803760/,,Cars24
2017 Maruti Alto 800,maruti,alto 800,2017,50954.0,Petrol,manual,ahmedabad,ahmedabad,2.10 Lakh,2.1,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-ahmedabad-24552167722/,,Cars24
2017 Honda Jazz,honda,jazz,2017,43981.0,Petrol,manual,ahmedabad,ahmedabad,3.42 Lakh,3.42,https://www.cars24.com/buy-used-honda-jazz-2017-cars-ahmedabad-11466460728/,,Cars24
2016 Hyundai i10,hyundai,i10,2016,91634.0,Cng,manual,ahmedabad,ahmedabad,2.51 Lakh,2.51,https://www.cars24.com/buy-used-hyundai-i10-2016-cars-ahmedabad-15093565732/,,Cars24
2022 Tata ALTROZ,tata,altroz,2022,53140.0,Petrol,auto,ahmedabad,ahmedabad,5.58 Lakh,5.58,https://www.cars24.com/buy-used-tata-altroz-2022-cars-ahmedabad-11409863742/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,77830.0,Cng,manual,ahmedabad,ahmedabad,2.27 Lakh,2.27,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-ahmedabad-11486169726/,,Cars24
2017 Maruti Baleno,maruti,baleno,2017,128599.0,Petrol,manual,ahmedabad,ahmedabad,3.53 Lakh,3.53,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-ahmedabad-11410466723/,,Cars24
2015 Maruti Wagon R 1.0,maruti,wagon r 1.0,2015,127200.0,Petrol,manual,ahmedabad,ahmedabad,2.19 Lakh,2.19,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-ahmedabad-11401867739/,,Cars24
2017 Maruti Vitara Brezza,maruti,vitara brezza,2017,85364.0,Diesel,manual,ahmedabad,ahmedabad,5.34 Lakh,5.34,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-ahmedabad-11418660748/,,Cars24
2020 Maruti Eeco,maruti,eeco,2020,65707.0,Petrol,manual,ahmedabad,ahmedabad,3.09 Lakh,3.09,https://www.cars24.com/buy-used-maruti-eeco-2020-cars-ahmedabad-15088105799/,,Cars24
2023 Tata NEXON,tata,nexon,2023,33590.0,Diesel,manual,ahmedabad,ahmedabad,9.80 Lakh,9.8,https://www.cars24.com/buy-used-tata-nexon-2023-cars-ahmedabad-15031964708/,,Cars24
2017 Honda Amaze,honda,amaze,2017,123553.0,Cng,manual,ahmedabad,ahmedabad,3.09 Lakh,3.09,https://www.cars24.com/buy-used-honda-amaze-2017-cars-ahmedabad-11481660747/,,Cars24
2018 Honda Amaze,honda,amaze,2018,143929.0,Petrol,manual,ahmedabad,ahmedabad,3.28 Lakh,3.28,https://www.cars24.com/buy-used-honda-amaze-2018-cars-ahmedabad-11481962724/,,Cars24
2021 Renault TRIBER,renault,triber,2021,45081.0,Petrol,auto,ahmedabad,ahmedabad,4.12 Lakh,4.12,https://www.cars24.com/buy-used-renault-triber-2021-cars-ahmedabad-38617569713/,,Cars24
2016 Hyundai Eon,hyundai,eon,2016,65616.0,Petrol,manual,ahmedabad,ahmedabad,2.10 Lakh,2.1,https://www.cars24.com/buy-used-hyundai-eon-2016-cars-ahmedabad-11452363741/,,Cars24
2014 Hyundai i10,hyundai,i10,2014,91613.0,Cng,manual,ahmedabad,ahmedabad,2.07 Lakh,2.07,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-ahmedabad-11414631760/,,Cars24
2019 Ford FREESTYLE,ford,freestyle,2019,76498.0,Petrol,manual,ahmedabad,ahmedabad,3.43 Lakh,3.43,https://www.cars24.com/buy-used-ford-freestyle-2019-cars-ahmedabad-11407363702/,,Cars24
2015 Hyundai Grand i10,hyundai,grand i10,2015,124302.0,Cng,auto,ahmedabad,ahmedabad,3.23 Lakh,3.23,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-ahmedabad-11433360729/,,Cars24
2016 Hyundai Grand i10,hyundai,grand i10,2016,147716.0,Petrol,manual,ahmedabad,ahmedabad,2.62 Lakh,2.62,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-ahmedabad-28388760749/,,Cars24
2019 Maruti Ciaz,maruti,ciaz,2019,80341.0,Petrol,auto,ahmedabad,ahmedabad,5.17 Lakh,5.17,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-ahmedabad-11496966744/,,Cars24
2021 MG HECTOR PLUS,mg,hector plus,2021,39123.0,Petrol,auto,ahmedabad,ahmedabad,10.21 Lakh,10.21,https://www.cars24.com/buy-used-mg-hector-plus-2021-cars-ahmedabad-11432666730/,,Cars24
2022 Skoda SLAVIA,skoda,slavia,2022,34449.0,Petrol,auto,ahmedabad,ahmedabad,10.35 Lakh,10.35,https://www.cars24.com/buy-used-skoda-slavia-2022-cars-ahmedabad-11489965767/,,Cars24
2017 Volkswagen Vento,volkswagen,vento,2017,72005.0,Diesel,auto,ahmedabad,ahmedabad,5.07 Lakh,5.07,https://www.cars24.com/buy-used-volkswagen-vento-2017-cars-ahmedabad-11478667772/,,Cars24
2016 Honda Jazz,honda,jazz,2016,78018.0,Petrol,auto,ahmedabad,ahmedabad,3.22 Lakh,3.22,https://www.cars24.com/buy-used-honda-jazz-2016-cars-ahmedabad-11491766730/,,Cars24
2020 Ford Ecosport,ford,ecosport,2020,140261.0,Diesel,manual,ahmedabad,ahmedabad,5.29 Lakh,5.29,https://www.cars24.com/buy-used-ford-ecosport-2020-cars-ahmedabad-11478260742/,,Cars24
2016 Maruti Wagon R 1.0,maruti,wagon r 1.0,2016,76678.0,Petrol,manual,ahmedabad,ahmedabad,2.57 Lakh,2.57,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-ahmedabad-15061267753/,,Cars24
2023 Tata NEXON,tata,nexon,2023,44495.0,Petrol,auto,ahmedabad,ahmedabad,8.03 Lakh,8.03,https://www.cars24.com/buy-used-tata-nexon-2023-cars-ahmedabad-11404363787/,,Cars24
2018 Mahindra KUV 100 NXT,mahindra,kuv 100 nxt,2018,125416.0,Diesel,manual,ahmedabad,ahmedabad,3.15 Lakh,3.15,https://www.cars24.com/buy-used-mahindra-kuv-100-nxt-2018-cars-ahmedabad-11400504754/,,Cars24
2018 Skoda Octavia,skoda,octavia,2018,147932.0,Diesel,auto,ahmedabad,ahmedabad,7.85 Lakh,7.85,https://www.cars24.com/buy-used-skoda-octavia-2018-cars-ahmedabad-11426002727/,,Cars24
